	sale date	address	neighborhood	gush	helka	asset-type	rooms	floor	area	price
2645	31/07/2008	ויצמן 14	מוצקין הותיקה	10429	80	דירה בבית קומות	4	שלישית	72	410,000
2646	31/07/2008	עכו 23	מוצקין הותיקה	11577	129	דירה בבית קומות	4	שניה	89	675,000
2647	29/07/2008	רוקח 2	מוצקין הותיקה	10430	555	דירה בבית קומות	4	שניה	100	760,000
2648	28/07/2008	ברק 35	מוצקין הותיקה	10429	92	דירה בבית קומות	3	שניה	66	389,000
2649	27/07/2008	גושן משה 72	מוצקין הותיקה	10428	156	דירה בבית קומות	1	ראשונה	26	90,000
2650	27/07/2008	"רנ""ס 1"	מוצקין הותיקה	10429	172	דירה בבית קומות	3	רביעית	65	265,000
2651	25/07/2008	סנש חנה 10	מוצקין הותיקה	11564	117	דירה בבית קומות	6	רביעית + חמישית	136	1,090,000
2652	23/07/2008	עכו 57	מוצקין הותיקה	11564	93	דירה בבית קומות	4	שניה	91	400,000
2653	21/07/2008	עכו 57	מוצקין הותיקה	11562	102	דירה בבית קומות	2	ראשונה	54	240,000
2654	18/07/2008	סנש חנה 4	מוצקין הותיקה	11564	114	דירה בבית קומות	6	קרקע +ראשונה	139	835,000
2655	17/07/2008	אוסישקין 25	מוצקין הותיקה	11562	111	דירה בבית קומות	1	שניה	25	110,000
2656	13/07/2008	תמר 6	מוצקין הותיקה	10428	123	דירה בבית קומות	1.5	קרקע	25	165,000
2657	10/07/2008	גורדון 5	מוצקין הותיקה	11564	117	דירה בבית קומות	4	שניה	100	790,000
2658	09/07/2008	עכו 89	מוצקין הותיקה	11577	14	דירה בבית קומות	3.5	רביעית	90	315,000
2659	08/07/2008	אוסישקין 21	מוצקין הותיקה	10430	414	דירה בבית קומות	3.5	ראשונה	67	370,000
2660	07/07/2008	כצנלסון 15	מוצקין הותיקה	10428	123	דירה בבית קומות	2	קרקע	25	96,000
2661	07/07/2008	יעל 9	מוצקין הותיקה	11577	86	דירה בבית קומות	4.5	ראשונה	87	440,000
2662	04/07/2008	הרב הרצוג 26	מוצקין הותיקה	10430	555	דירה בבית קומות	6		150	1,065,000
2663	03/07/2008	הילדים 32	מוצקין הותיקה	10428	151	דירה בבית קומות	3	קרקע	60	300,000
2664	26/06/2008	כצנלסון 4	מוצקין הותיקה	11577	134	דירה בבית קומות	4	שניה	72	470,000
2665	24/06/2008	סנש חנה 7	מוצקין הותיקה	10430	555	דירה בבית קומות	5	שלישית	110	960,000
2666	17/06/2008	דבורה 36	מוצקין הותיקה	11562	77	דירה בבית קומות	3	שניה	75	345,000
2667	17/06/2008	רוקח 17	מוצקין הותיקה	11562	21	דירה בבית קומות	4.5	שלישית, רביעית	95	545,000
2668	16/06/2008	כצנלסון 25	מוצקין הותיקה	11562	4	דירה בבית קומות	4	שלישית+רביעית	119	960,000
2669	16/06/2008	עכו 33	מוצקין הותיקה	11577	117	דירה בבית קומות	4	שלישית	89	353,000
2670	15/06/2008	אוסישקין 44	מוצקין הותיקה	11562	27	קרקע למגורים			333	1,500,000
2671	15/06/2008	עכו 43	מוצקין הותיקה	10428	144	דירה בבית קומות	2.5	שניה	47	230,000
2672	15/06/2008	קרן קימת 29	מוצקין הותיקה	11562	73	דירה בבית קומות	5	שלישית	105	1,014,000
2673	15/06/2008	ההגנה 44	מוצקין הותיקה	11562	73	דירה בבית קומות	4	שלישית	90	785,000
2674	15/06/2008	רמז 5	מוצקין הותיקה	11577	89	דירה בבית קומות	4	שלישית	79	450,000
2675	06/06/2008	ויצמן 52	מוצקין הותיקה	10428	152	דירה בבית קומות	1.5	קרקע	26	157,000
2676	05/06/2008	עכו 53	מוצקין הותיקה	11562	115	דירה בבית קומות	1	ראשונה	25	140,000
2677	02/06/2008	סנש חנה 9	מוצקין הותיקה	10429	135	דירה בבית קומות	4	ראשונה	80	140,000
2678	02/06/2008	גושן משה 82	מוצקין הותיקה	10429	125	דירה בבית קומות	3	ראשונה	74	390,000
2679	01/06/2008	ההגנה 18	מוצקין הותיקה	10428	161	דירה בבית קומות	1	קרקע	26	116,000
2680	28/05/2008	אוסישקין 5	מוצקין הותיקה	10428	52	דירה בבית קומות	5	קרקע + ראשונה	107	545,000
2681	27/05/2008	אוסישקין 25	מוצקין הותיקה	11562	18	דירה בבית קומות	4	שניה	102	590,000
2682	25/05/2008	אורן 17	מוצקין הותיקה	10428	137	דירה בבית קומות	4	קרקע	70	620,000
2683	25/05/2008	עכו 93	מוצקין הותיקה	10430	555	דירה בבית קומות	4	ראשונה	90	760,000
2684	22/05/2008	דבורה 24	מוצקין הותיקה	10430	250	דירה בבית קומות	4	קרקע	86	800,000
2685	20/05/2008	גורדון 5	מוצקין הותיקה	11577	23	דירה בבית קומות	3.5	ראשונה	73	420,000
2686	20/05/2008	תמר 6	מוצקין הותיקה	11577	106	דירה בבית קומות	4	שניה	100	372,000
2687	16/05/2008	אהרון 8	מוצקין הותיקה	10429	120	דירה בבית קומות	4		90	1,100,000
2688	14/05/2008	ההגנה 24	מוצקין הותיקה	11562	122	דירה בבית קומות	2	שניה	43	107,000
2689	14/05/2008	העליה 5	מוצקין הותיקה	11562	42	דירה בבית קומות	6	קרקע	180	820,000
2690	14/05/2008	הרב הרצוג 24	מוצקין הותיקה	10429	125	דירה בבית קומות	4	שלישית	75	270,000
2691	13/05/2008	אוסישקין 10	מוצקין הותיקה	11562	126	דירה בבית קומות	2	ראשונה	43	141,000
2692	12/05/2008	אורן 17	מוצקין הותיקה	11577	24	דירה בבית קומות	4	שלישית	68	290,000
2693	11/05/2008	הילדים 21	מוצקין הותיקה	10430	413	דירה בבית קומות	4	רביעית	84	500,000
2694	09/05/2008	גושן משה 10	מוצקין הותיקה	10429	120	דירה בבית קומות	5		110	875,000
2695	05/05/2008	דבורה 32	מוצקין הותיקה	11562	73	דירה בבית קומות	5	רביעית + חמישית	130	1,040,000
2696	30/04/2008	אושה 20	מוצקין הותיקה	10428	124	דירה בבית קומות	2	קרקע	55	200,000
2697	16/04/2008	עכו 25	מוצקין הותיקה	11577	23	דירה בבית קומות	3	קרקע	98	465,000
2698	14/04/2008	רוקח 10	מוצקין הותיקה	10428	151	דירה בבית קומות	1	ראשונה	26	91,000
2699	13/04/2008	אושה 30	מוצקין הותיקה	10430	250	דירה בבית קומות	3.5	שלישית	92	670,000
2700	11/04/2008	הילדים 8	מוצקין הותיקה	10430	250	דירה בבית קומות	4	שלישית	94	640,000
2701	10/04/2008	כצנלסון 9	מוצקין הותיקה	11562	111	דירה בבית קומות	1	שניה	25	105,000
2702	09/04/2008	אורן 17	מוצקין הותיקה	10430	555	דירה בבית קומות	5	ראשונה	110	925,000
2703	01/04/2008	רוקח 4	מוצקין הותיקה	11577	19	דירה בבית קומות	4	שניה	75	433,000
2704	01/04/2008	כצנלסון 1	מוצקין הותיקה	10428	157	דירה בבית קומות	1	ראשונה	26	91,000
2705	01/04/2008	רוקח 6	מוצקין הותיקה	11562	121	דירה בבית קומות	2	ראשונה	44	100,000
2706	26/03/2008	גושן משה 14	מוצקין הותיקה	10429	173	דירה בבית קומות	3	ראשונה	66	280,000
2707	21/03/2008	ההגנה 18	מוצקין הותיקה	11562	17	דירה בבית קומות	2	ראשונה	29	199,000
2708	12/03/2008	ויצמן 12	מוצקין הותיקה	10428	13	משרד		קרקע	50	1,167,000
2709	12/03/2008	עכו 57	מוצקין הותיקה	11562	40	דירה בבית קומות	4	שלישית	84	480,000
2710	11/03/2008	גושן משה 16	מוצקין הותיקה	10430	555	דירה בבית קומות	5	שלישית	120	925,000
2711	11/03/2008	רוקח 10	מוצקין הותיקה	11577	126	דירה בבית קומות	6	קרקע,ראשונה	151	690,000
2712	04/03/2008	סנש חנה 27	מוצקין הותיקה	11562	21	דירה בבית קומות	4	שלישית, רביעית	94	505,000
2713	03/03/2008	גושן משה 54	מוצקין הותיקה	11577	126	דירה בבית קומות	4	ראשונה	92	605,000
2714	02/03/2008	ההגנה 18	מוצקין הותיקה	10428	7	דירה בבית קומות	4	ראשונה	110	392,000
2715	24/02/2008	כצנלסון 23	מוצקין הותיקה	11564	106	דירה בבית קומות	4	שניה	96	521,000
2716	24/02/2008	גושן משה 36	מוצקין הותיקה	10430	545	דירה בבית קומות	4	שניה	90	474,000
2717	18/02/2008	דבורה 32	מוצקין הותיקה	10429	100	דירה בבית קומות	3.5	שניה	74	405,000
2718	15/02/2008	ברק 41	מוצקין הותיקה	10429	95	דירה בבית קומות	4	שניה	87	500,000
2719	14/02/2008	עכו 43	מוצקין הותיקה	10428	14	דירה בבית קומות	2	ראשונה	40	245,000
2720	12/02/2008	הדס 5	מוצקין הותיקה	11564	179	דירה בבית קומות	3.5		57	300,000
2721	05/02/2008	אורן 17	מוצקין הותיקה	10430	250	דירה בבית קומות	5	רביעית+חמישית	120	800,000
2722	03/02/2008	עכו 27	מוצקין הותיקה	10429	146	דירה בבית קומות	3	שלישית	80	240,000
2723	30/01/2008	דבורה 16	מוצקין הותיקה	11562	115	תעשיה	1	ראשונה	50	205,000
2724	30/01/2008	דבורה 16	מוצקין הותיקה	11562	124	דירה בבית קומות	2	שניה	44	133,000
2725	29/01/2008	סנש חנה 19	מוצקין הותיקה	10430	555	דירה בבית קומות	5	שניה	110	900,000
2726	27/01/2008	ההגנה 37	מוצקין הותיקה	11577	49	דירה בבית קומות	6	קרקע,ראשונה,שניה	129	682,000
2727	25/01/2008	כצנלסון 2	מוצקין הותיקה	10428	133	דירה בבית קומות	4	ראשונה	100	273,000
2728	22/01/2008	ציפורן 2	מוצקין הותיקה	10429	80	דירה בבית קומות	3.5	ראשונה	71	300,000
2729	22/01/2008	עכו 109	מוצקין הותיקה	10428	95	דירה בבית קומות	2	ראשונה	40	224,000
2730	22/01/2008	אוסישקין 31	מוצקין הותיקה	10428	141	דירה בבית קומות	2	ראשונה	26	110,000
2731	21/01/2008	"רנ""ס 5"	מוצקין הותיקה	10429	128	דירה בבית קומות	4	ראשונה	108	91,000
2732	20/01/2008	אורן 19	מוצקין הותיקה	11577	70	דירה בבית קומות	4	שלישית ורביעית	124	661,000
2733	18/01/2008	עכו 29	מוצקין הותיקה	10430	415	דירה בבית קומות	3	ראשונה	62	248,000
2734	15/01/2008	ויצמן 66	מוצקין הותיקה	10429	174	דירה בבית קומות	3	ראשונה	65	66,666
2735	14/01/2008	קרן קימת 23	מוצקין הותיקה	11562	125	דירה בבית קומות	2	קרקע	44	270,000
2736	09/01/2008	תמר 6	מוצקין הותיקה	11577	114	דירה בבית קומות	5	קרקע, ראשונה	114	640,000
2737	08/01/2008	דבורה 7	מוצקין הותיקה	11564	117	קרקע למגורים		ראשונה	637	1,709,000
2738	04/01/2008	כצנלסון 14	מוצקין הותיקה	10428	132	משרד		קרקע	26	152,000
2739	04/01/2008	"הפלמ""ח 6"	מוצקין הותיקה	10428	132	חנות		קרקע	26	190,000
2740	04/01/2008	ברק 24	מוצקין הותיקה	10428	142	דירה בבית קומות	2	קרקע	46	190,000
2741	03/01/2008	סנש חנה 4	מוצקין הותיקה	11577	55	דירה בבית קומות	4	ראשונה	100	650,000
2742	01/01/2008	רוקח 4	מוצקין הותיקה	10430	386	דירה בבית קומות	4	שניה	69	296,000
2743	30/12/2007	רוקח 15	מוצקין הותיקה	10429	104	דירה בבית קומות	3.5	ראשונה	67	200,000
2744	30/12/2007	אושה 20	מוצקין הותיקה	11577	128	דירה בבית קומות	3	ראשונה	72	360,000
2745	27/12/2007	הילדים 8	מוצקין הותיקה	11577	93	דירה בבית קומות	3.5	שניה	89	500,000
2746	26/12/2007	עכו 73	מוצקין הותיקה	11562	59	דירה בבית קומות	5	שלישית,רביעית	103	503,000
2747	24/12/2007	"רנ""ס 18"	מוצקין הותיקה	11577	76	דירה בבית קומות	5	שלישית רביעית	111	465,000
2748	23/12/2007	"רנ""ס 18"	מוצקין הותיקה	10428	152	דירה בבית קומות	1	ראשונה	26	100,000
2749	18/12/2007	סנש חנה 6	מוצקין הותיקה	10428	49	דירה בבית קומות	4	קרקע	49	506,000
2750	16/12/2007	ההגנה 46	מוצקין הותיקה	11564	114	דירה בבית קומות	4.5	שלישית	103	720,000
2751	13/12/2007	ההגנה 42	מוצקין הותיקה	10430	391	דירה בבית קומות	3.5	שניה	70	395,000
2752	12/12/2007	עכו 81	מוצקין הותיקה	10430	384	דירה בבית קומות	3	שניה	54	290,000
2753	11/12/2007	רוקח 6	מוצקין הותיקה	10430	301	דירה בבית קומות	2.5	שניה	56	332,000
2754	06/12/2007	גושן משה 64	מוצקין הותיקה	10429	125	דירה בבית קומות	4	ראשונה	68	357,000
2755	05/12/2007	הרב הרצוג 2	מוצקין הותיקה	10428	138	דירה בבית קומות	2	ראשונה	27	99,000
2756	04/12/2007	ויצמן 14	מוצקין הותיקה	10429	133	דירה בבית קומות	3	ראשונה	79	404,000
2757	02/12/2007	גושן משה 16	מוצקין הותיקה	11577	139	דירה בבית קומות	3	שניה	50	67,025
2758	28/11/2007	ההגנה 32	מוצקין הותיקה	11577	111	דירה בבית קומות	5	רביעית וחמישית	115	772,000
2759	28/11/2007	ציפורן 2	מוצקין הותיקה	10429	172	דירה בבית קומות	3	רביעית	65	270,000
2760	26/11/2007	כצנלסון 10	מוצקין הותיקה	10430	371	דירה בבית קומות	3	ראשונה	62	460,000
2761	25/11/2007	אוסישקין 44	מוצקין הותיקה	10428	12	דירה בבית קומות	5	שלישית רביעית	90	430,000
2762	21/11/2007	אוסישקין 31	מוצקין הותיקה	10428	142	דירה בבית קומות	3	שניה	58	242,000
2763	20/11/2007	ההגנה 20	מוצקין הותיקה	11577	39	דירה בבית קומות	5	קרקע	126	840,000
2764	20/11/2007	סנש חנה 5	מוצקין הותיקה	11562	98	דירה בבית קומות	4	שניה	82	380,000
2765	19/11/2007	רוקח 27	מוצקין הותיקה	10428	155	דירה בבית קומות	1	קרקע	26	177,000
2766	19/11/2007	יעל 12	מוצקין הותיקה	11577	68	דירה בבית קומות	4	קרקע	115	767,000
2767	15/11/2007	ויצמן 64	מוצקין הותיקה	11577	110	דירה בבית קומות	5	שניה	100	476,000
2768	15/11/2007	כצנלסון 14	מוצקין הותיקה	11562	127	דירה בבית קומות	2	שניה	42	128,000
2769	15/11/2007	ההגנה 42	מוצקין הותיקה	10429	134	דירה בבית קומות	3.5	שלישית	74	364,000
2770	11/11/2007	ציפורן 2	מוצקין הותיקה	10429	98	דירה בבית קומות	3.5	שלישית	72	350,000
2771	11/11/2007	ברק 46	מוצקין הותיקה	11577	89	דירה בבית קומות	4	ראשונה	120	550,000
2772	05/11/2007	דבורה 18	מוצקין הותיקה	10429	146	דירה בבית קומות	3	שניה	38	119,070
2773	01/11/2007	הילדים 16	מוצקין הותיקה	11577	27	דירה בבית קומות	3.5	שניה	68	356,000
2774	28/10/2007	הילדים 21	מוצקין הותיקה	11562	73	קרקע למגורים			688	1,800,000
2775	25/10/2007	ויצמן 14	מוצקין הותיקה	11577	93	דירה בבית קומות	4	שלישית	95	518,000
2776	24/10/2007	אוסישקין 36	מוצקין הותיקה	11577	90	דירה בבית קומות	4	שלישית	63	225,000
2777	22/10/2007	עכו 71	מוצקין הותיקה	11562	46	דירה בבית קומות	4	קרקע + ראשונה	97	564,000
2778	18/10/2007	ויצמן 12	מוצקין הותיקה	11562	18	דירה בבית קומות	4	ראשונה	113	560,000
2779	17/10/2007	ציפורן 2	מוצקין הותיקה	11577	21	דירה בבית קומות	4	שלישית	78	495,000
2780	16/10/2007	ההגנה 46	מוצקין הותיקה	11577	24	דירה בבית קומות	3	ראשונה	80	448,000
2781	11/10/2007	ויצמן 12	מוצקין הותיקה	11562	12	דירה בבית קומות	4.5	קרקע וראשונה	109	581,000
2782	11/10/2007	עכו 31	מוצקין הותיקה	11564	153	דירה בבית קומות	5	שניה+שלישית+רביעית	121	691,000
2783	07/10/2007	גושן משה 30	מוצקין הותיקה	11577	119	דירה בבית קומות	3.5	שלישית	70	460,000
2784	01/10/2007	עכו 77	מוצקין הותיקה	10429	138	דירה בבית קומות	3	ראשונה	72	264,000
2785	24/09/2007	הילדים 32	מוצקין הותיקה	10429	77	דירה בבית קומות	6	ראשונה ושניה	150	702,000
2786	23/09/2007	דבורה 32	מוצקין הותיקה	11577	89	דירה בבית קומות	4	שניה	79	418,000
2787	17/09/2007	קרן קימת 36	מוצקין הותיקה	10429	80	דירה בבית קומות	3.5	ראשונה	72	425,000
2788	11/09/2007	העליה 9	מוצקין הותיקה	11562	40	דירה בבית קומות	4	שלישית	84	586,000
2789	02/09/2007	סנש חנה 23	מוצקין הותיקה	10429	94	דירה בבית קומות	3	שניה	55	264,000
2790	29/08/2007	ויצמן 28	מוצקין הותיקה	11562	9	דירה בבית קומות	4	שלישית	82	400,000
2791	28/08/2007	סנש חנה 10	מוצקין הותיקה	11562	115	דירה בבית קומות	3	ראשונה	40	180,000
2792	22/08/2007	סנש חנה 7	מוצקין הותיקה	10428	12	דירה בבית קומות	5	שלישית רביעית	90	542,000
2793	20/08/2007	אושה 33	מוצקין הותיקה	11577	88	דירה בבית קומות	3.5	ראשונה	74	510,000
2794	16/08/2007	רוקח 19	מוצקין הותיקה	11577	110	דירה בבית קומות	6	ראשונה	116	697,000
2795	15/08/2007	ההגנה 19	מוצקין הותיקה	10428	151	דירה בבית קומות	3	קרקע	50	274,000
2796	12/08/2007	קרן קימת 23	מוצקין הותיקה	11577	89	דירה בבית קומות	5	קרקע	80	643,000
2797	09/08/2007	סנש חנה 9	מוצקין הותיקה	10429	125	דירה בבית קומות	3	שניה	72	397,000
2798	08/08/2007	הדס 5	מוצקין הותיקה	11577	108	דירה בבית קומות	3.5	ראשונה	73	537,000
2799	06/08/2007	עכו 21	מוצקין הותיקה	10428	94	דירה בבית קומות	6	ראשונה	130	896,000
2800	01/08/2007	ההגנה 28	מוצקין הותיקה	11577	111	דירה בבית קומות	4	שניה	84	667,000
2801	31/07/2007	"הפלמ""ח 6"	מוצקין הותיקה	10428	34	דירה בבית קומות	2	קרקע	61	408,000
2802	30/07/2007	דבורה 32	מוצקין הותיקה	10429	174	דירה בבית קומות	3	שניה	65	321,000
2803	29/07/2007	העליה 10	מוצקין הותיקה	11562	112	דירה בבית קומות	3	ראשונה	55	423,000
2804	29/07/2007	ציפורן 2	מוצקין הותיקה	11562	66	דירה בבית קומות	2	קרקע	58	496,000
2805	20/07/2007	הרב הרצוג 24	מוצקין הותיקה	10428	36	דירה בבית קומות	2	קרקע	34	217,000
2806	19/07/2007	ההגנה 35	מוצקין הותיקה	11577	24	דירה בבית קומות	4	שניה	68	527,000
2807	19/07/2007	סנש חנה 4	מוצקין הותיקה	10428	154	דירה בבית קומות	2	ראשונה	26	95,000
2808	09/07/2007	דבורה 32	מוצקין הותיקה	10429	87	דירה בבית קומות	4	שניה	126	695,000
2809	09/07/2007	ויצמן 12	מוצקין הותיקה	10428	133	דירה בבית קומות	2	ראשונה	55	170,000
2810	05/07/2007	אהרון 13	מוצקין הותיקה	10428	153	דירה בבית קומות	1	ראשונה	25	129,000
2811	05/07/2007	כצנלסון 11	מוצקין הותיקה	10428	153	דירה בבית קומות	1	ראשונה	25	125,000
2812	04/07/2007	דבורה 7	מוצקין הותיקה	10428	153	דירה בבית קומות	1	ראשונה	25	125,000
2813	25/06/2007	אוסישקין 16	מוצקין הותיקה	10430	282	דירה בבית קומות	4	שלישית	87	468,000
2814	25/06/2007	ויצמן 26	מוצקין הותיקה	11562	55	דירה בבית קומות	3	שניה	62	360,000
2815	20/06/2007	כצנלסון 7	מוצקין הותיקה	11577	90	דירה בבית קומות	4	שלישית	62	230,000
2816	18/06/2007	יעל 21	מוצקין הותיקה	11577	86	דירה בבית קומות	3	שלישית	77	320,000
2817	12/06/2007	ויצמן 26	מוצקין הותיקה	10428	158	דירה בבית קומות	1	ראשונה	26	108,000
2818	12/06/2007	העליה 3	מוצקין הותיקה	11562	82	דירה בבית קומות	4	שלישית רביעית	107	466,000
2819	10/06/2007	העליה 5	מוצקין הותיקה	10429	136	דירה בבית קומות	3	שניה	66	405,000
2820	06/06/2007	אוסישקין 1	מוצקין הותיקה	10428	152	דירה בבית קומות	2	קרקע	46	157,000
2821	04/06/2007	ברק 40	מוצקין הותיקה	10428	156	דירה בבית קומות	4	ראשונה	75	270,000
2822	03/06/2007	אוסישקין 20	מוצקין הותיקה	11577	119	דירה בבית קומות	3	שניה	76	364,000
2823	21/05/2007	עכו 31	מוצקין הותיקה	10428	159	דירה בבית קומות	3	קרקע	75	351,000
2824	21/05/2007	עכו 21	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שניה	25	122,000
2825	20/05/2007	הרב הרצוג 8	מוצקין הותיקה	10429	136	דירה בבית קומות	3	ראשונה	66	390,000
2826	15/05/2007	עכו 61	מוצקין הותיקה	11562	22	דירה בבית קומות	3.5	שניה	67	386,000
2827	11/05/2007	אוסישקין 44	מוצקין הותיקה	11562	8	דירה בבית קומות	5	קרקע	120	839,000
2828	10/05/2007	יעל 27	מוצקין הותיקה	11577	65	דירה בבית קומות	4	שניה	71	395,000
2829	09/05/2007	ויצמן 14	מוצקין הותיקה	11564	93	דירה בבית קומות	4	רביעית	100	622,000
2830	09/05/2007	קרן קימת 53	מוצקין הותיקה	11562	24	דירה בבית קומות	4	שניה	72	298,000
2831	08/05/2007	קרן קימת 12	מוצקין הותיקה	10430	542	דירה בבית קומות	4	שלישית	76	406,000
2832	29/04/2007	יעל 27	מוצקין הותיקה	10428	124	דירה בבית קומות	2	קרקע	37	85,000
2833	23/04/2007	יעל 27	מוצקין הותיקה	10430	302	דירה בבית קומות	3	שלישית	50	317,000
2834	15/04/2007	סנש חנה 10	מוצקין הותיקה	10429	94	דירה בבית קומות	3	ראשונה	70	213,000
2835	11/04/2007	דבורה 32	מוצקין הותיקה	10429	116	דירה בבית קומות	4	רביעית	85	340,000
2836	15/03/2007	יעל 29	מוצקין הותיקה	10429	135	דירה בבית קומות	4	ראשונה	90	442,000
2837	12/03/2007	כצנלסון 13	מוצקין הותיקה	10430	249	דירה בבית קומות	4	שלישית+רביעית	105	625,000
2838	11/03/2007	עכו 57	מוצקין הותיקה	11577	97	דירה בבית קומות	4	שניה	66	474,000
2839	07/03/2007	"רנ""ס 5"	מוצקין הותיקה	10430	414	דירה בבית קומות	4	ראשונה	80	350,000
2840	06/03/2007	רוקח 4	מוצקין הותיקה	11577	77	דירה בבית קומות	4	קרקע	100	850,000
2841	06/03/2007	העליה 3	מוצקין הותיקה	11577	77	דירה בבית קומות	4	קרקע	100	637,000
2842	05/03/2007	דבורה 32	מוצקין הותיקה	10428	142	דירה בבית קומות	2	ראשונה	46	189,000
2843	01/03/2007	ההגנה 40	מוצקין הותיקה	10428	132	דירה בבית קומות	2	ראשונה	48	219,000
2844	28/02/2007	רמז 3	מוצקין הותיקה	11562	34	משרד		קרקע	143	404,000
2845	28/02/2007	גושן משה 14	מוצקין הותיקה	11562	34	דירה בבית קומות	3	ראשונה	65	368,000
2846	22/02/2007	סנש חנה 6	מוצקין הותיקה	10428	141	דירה בבית קומות	2	קרקע	40	175,000
2847	15/02/2007	רוקח 11	מוצקין הותיקה	11577	49	דירה בבית קומות	6	קרקע,ראשונה,שניה	129	738,000
2848	14/02/2007	עכו 83	מוצקין הותיקה	10429	146	דירה בבית קומות	3	ראשונה	45	221,000
2849	12/02/2007	ההגנה 52	מוצקין הותיקה	11562	77	דירה בבית קומות	2	שניה	49	230,000
2850	06/02/2007	אוסישקין 16	מוצקין הותיקה	11564	92	דירה בבית קומות	4	ראשונה	84	497,000
2851	05/02/2007	עכו 27	מוצקין הותיקה	10428	144	דירה בבית קומות	2	ראשונה	46	252,000
2852	05/02/2007	יעל 27	מוצקין הותיקה	11562	120	דירה בבית קומות	2	ראשונה	51	229,000
2853	05/02/2007	גושן משה 16	מוצקין הותיקה	10429	116	דירה בבית קומות	4	שניה	85	425,000
2854	02/02/2007	אושה 29	מוצקין הותיקה	11562	33	דירה בבית קומות	5	קרקע,ראש,שניה שלישית	137	854,000
2855	01/02/2007	יעל 21	מוצקין הותיקה	11564	95	דירה בבית קומות	2	קרקע	21	245,000
2856	01/02/2007	קרן קימת 16	מוצקין הותיקה	11562	10	דירה בבית קומות	3	ראשונה	56	318,000
2857	31/01/2007	אהרון 8	מוצקין הותיקה	10428	133	דירה בבית קומות	2	ראשונה	35	133,000
2858	31/01/2007	רוקח 6	מוצקין הותיקה	11577	95	משרד		ראשונה	38	137,000
2859	23/01/2007	סנש חנה 13	מוצקין הותיקה	11577	95	דירה בבית קומות	3.5	שלישית	70	220,000
2860	23/01/2007	רוקח 18	מוצקין הותיקה	10428	131	דירה בבית קומות	1	קרקע	24	101,000
2861	23/01/2007	הדס 9	מוצקין הותיקה	10428	91	משרד		ראשונה	22	117,000
2862	16/01/2007	רוקח 17	מוצקין הותיקה	10429	133	דירה בבית קומות	3	שניה	71	329,000
2863	08/01/2007	עכו 97	מוצקין הותיקה	10430	421	דירה בבית קומות	3.5	שלישית	74	405,000
2864	26/12/2006	ויצמן 28	מוצקין הותיקה	10429	91	דירה בבית קומות	4	ראשונה	66	351,000
2865	19/12/2006	כצנלסון 6	מוצקין הותיקה	10428	96	דירה בבית קומות	2	ראשונה	48	237,000
2866	17/12/2006	ויצמן 26	מוצקין הותיקה	11577	111	דירה בבית קומות	4	ראשונה	83	615,000
2867	05/12/2006	גושן משה 16	מוצקין הותיקה	11577	52	דירה בבית קומות	4	ראשונה	73	452,000
2868	29/11/2006	אוסישקין 44	מוצקין הותיקה	10430	415	דירה בבית קומות	3	שניה	64	274,000
2869	28/11/2006	אוסישקין 44	מוצקין הותיקה	10428	32	חנות		קרקע	21	135,000
2870	27/11/2006	אושה 28	מוצקין הותיקה	11562	111	דירה בבית קומות	1	שניה	25	107,000
2871	16/11/2006	עכו 25	מוצקין הותיקה	11577	89	דירה בבית קומות	4	שלישית	79	401,000
2872	09/11/2006	ברק 46	מוצקין הותיקה	10428	152	דירה בבית קומות	1	קרקע	26	151,000
2873	05/11/2006	אוסישקין 42	מוצקין הותיקה	11562	111	דירה בבית קומות	2	שניה	30	128,000
2874	02/11/2006	עכו 33	מוצקין הותיקה	11577	79	דירה בבית קומות	4	שלישית	90	381,000
2875	02/11/2006	אושה 21	מוצקין הותיקה	10429	137	דירה בבית קומות	3	שלישית	73	362,000
2876	23/10/2006	אוסישקין 44	מוצקין הותיקה	11577	106	דירה בבית קומות	3	ראשונה	75	400,000
2877	16/10/2006	סנש חנה 4	מוצקין הותיקה	11562	125	דירה בבית קומות	2	קרקע	44	307,000
2878	03/10/2006	אהרון 10	מוצקין הותיקה	10428	132	חנות		קרקע	26	77,000
2879	29/09/2006	עכו 125	מוצקין הותיקה	11562	111	דירה בבית קומות	2	שלישית	26	111,000
2880	26/09/2006	ההגנה 42	מוצקין הותיקה	11577	140	דירה בבית קומות	3	קרקע	44	302,000
2881	21/09/2006	אוסישקין 42	מוצקין הותיקה	11564	129	דירה בבית קומות	3	ראשונה	74	389,000
2882	07/09/2006	עכו 13	מוצקין הותיקה	10430	383	דירה בבית קומות	4	שניה	71	412,000
2883	04/09/2006	עכו 93	מוצקין הותיקה	11577	9	דירה בבית קומות	4	רביעית	88	524,000
2884	18/08/2006	עכו 31	מוצקין הותיקה	10430	419	דירה בבית קומות	4	שלישית	88	436,000
2885	10/08/2006	ויצמן 26	מוצקין הותיקה	11577	91	דירה בבית קומות	4	שניה	69	309,000
2886	09/08/2006	אושה 37	מוצקין הותיקה	10428	153	דירה בבית קומות	4		95	414,000
2887	07/08/2006	ההגנה 42	מוצקין הותיקה	10430	373	דירה בבית קומות	4	שניה	107	487,000
2888	07/08/2006	קרן קימת 47	מוצקין הותיקה	11562	111	דירה בבית קומות	1	שלישית	32	123,000
