	sale date	address	neighborhood	gush	helka	asset-type	rooms	floor	area	price
249	23/06/2020	אורן 20	מוצקין הותיקה	10430	413	דירת גן	4	שניה	100	1,000,000
250	18/06/2020	ההגנה 18	מוצקין הותיקה	11564	160	דירה בבית קומות	4	ראשונה	93	1,050,000
251	16/06/2020	סנש חנה 21	מוצקין הותיקה	11577	126	דירה בבית קומות	4	שניה	106	943,000
252	16/06/2020	עכו 27	מוצקין הותיקה	11564	130	דירה בבית קומות	4	שלישית	83	890,000
253	14/06/2020	אוסישקין 44	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שניה	25	420,000
254	11/06/2020	רוקח 17	מוצקין הותיקה	10429	135	דירה בבית קומות	4	ראשונה	90	850,000
255	10/06/2020	גושן משה 26	מוצקין הותיקה	11562	24	דירה בבית קומות	4	שלישית	115	890,000
256	03/06/2020	גורדון 9	מוצקין הותיקה	11562	75	דירה בבית קומות	5	שלישית ורביעית	200	1,665,000
257	03/06/2020	עכו 53	מוצקין הותיקה	10428	7	דירה בבית קומות	3	שלישית	70	615,000
258	01/06/2020	גורדון 9	מוצקין הותיקה	10429	112	דירה בבית קומות	3	שניה	69	898,000
259	26/05/2020	ההגנה 37	מוצקין הותיקה	10429	104	דירה בבית קומות	4	שניה	102	850,000
260	25/05/2020	אושה 29	מוצקין הותיקה	10428	159	דירה בבית קומות	5	קרקע	90	695,000
261	19/05/2020	גושן משה 38	מוצקין הותיקה	11562	122	דירה בבית קומות	2	ראשונה	58	610,000
262	14/05/2020	עכו 111	מוצקין הותיקה	10428	132	דירה בבית קומות	2	שניה	47	630,000
263	13/05/2020	ציפורן 2	מוצקין הותיקה	10429	137	דירה בבית קומות	3	שניה	75	940,000
264	13/05/2020	סנש חנה 10	מוצקין הותיקה	11562	57	משרד		קרקע,ראשונה	56	1,100,000
265	10/05/2020	ברק 30	מוצקין הותיקה	10430	370	דירה בבית קומות	5	קרקע	105	1,260,000
266	10/05/2020	גושן משה 80	מוצקין הותיקה	11577	91	דירה בבית קומות	3.5	ראשונה	71	750,000
267	08/05/2020	אושה 34	מוצקין הותיקה	10430	370	דירה	5		105	1,260,000
268	07/05/2020	כצנלסון 25	מוצקין הותיקה	10430	282	דירה בבית קומות	4	שלישית	97	895,000
269	07/05/2020	גושן משה 52	מוצקין הותיקה	11562	111	דירה בבית קומות	1	שניה	24	375,000
270	04/05/2020	ויצמן 12	מוצקין הותיקה	11562	25	דירה בבית קומות	4	שלישית	100	1,000,000
271	03/05/2020	הרב הרצוג 9	מוצקין הותיקה	11562	111	דירה בבית קומות	2	ראשונה	25	420,000
272	30/04/2020	ברק 50	מוצקין הותיקה	11562	22	דירה בבית קומות	3.5	שלישית	90	800,000
273	26/04/2020	גושן משה 34	מוצקין הותיקה	10430	385	דירה בבית קומות	3	שלישית	68	770,000
274	06/04/2020	עכו 31	מוצקין הותיקה	11562	115	חנות		ראשונה	28	472,000
275	27/03/2020	גורדון 7	מוצקין הותיקה	10428	133	דירה בבית קומות	2	ראשונה	34	500,000
276	25/03/2020	ההגנה 22	מוצקין הותיקה	11577	58	דירה בבית קומות	4	שניה	110	1,350,000
277	18/03/2020	ברק 29	מוצקין הותיקה	11564	91	חנות			89	2,300,000
278	17/03/2020	אושה 18	מוצקין הותיקה	11562	40	דירה בבית קומות	5	ראשונה	102	1,150,000
279	15/03/2020	סנש חנה 11	מוצקין הותיקה	11577	106	דירה בבית קומות	3	שניה	75	770,000
280	12/03/2020	אוסישקין 5	מוצקין הותיקה	11562	12	דירה בבית קומות	4	שלישית	95	1,000,000
281	11/03/2020	אהרון 3	מוצקין הותיקה	10428	144	דירה בבית קומות	2	קרקע	47	340,000
282	09/03/2020	אוסישקין 1	מוצקין הותיקה	10430	281	דירה בבית קומות	3	ראשונה	104	880,000
283	08/03/2020	ויצמן 28	מוצקין הותיקה	11564	150	דירה בבית קומות	5	קרקע ראשונה שניה	130	1,695,000
284	27/02/2020	גורדון 11	מוצקין הותיקה	11562	50	חנות		קרקע	59	1,050,000
285	27/02/2020	גושן משה 88	מוצקין הותיקה	11562	123	משרד	2	קרקע	44	560,000
286	23/02/2020	כצנלסון 14	מוצקין הותיקה	10430	369	דירה	5		105	1,250,000
287	19/02/2020	גושן משה 80	מוצקין הותיקה	10429	102	דירה בבית קומות	6	רביעית	155	2,200,000
288	18/02/2020	רמז 5	מוצקין הותיקה	11562	41	דירה בבית קומות	4	ראשונה	116	1,640,000
289	17/02/2020	ציפורן 2	מוצקין הותיקה	11562	85	דירה בבית קומות	4	שניה	94	870,000
290	16/02/2020	גושן משה 80	מוצקין הותיקה	10428	154	דירה בבית קומות	2	קרקע	26	445,000
291	13/02/2020	ההגנה 24	מוצקין הותיקה	11577	19	דירה בבית קומות	3	ראשונה	73	820,000
292	07/02/2020	אוסישקין 16	מוצקין הותיקה	11577	68	דירה בבית קומות	3	שניה	70	760,000
293	06/02/2020	גורדון 7	מוצקין הותיקה	11577	104	דירה בבית קומות	3.5	רביעית	74	685,000
294	03/02/2020	גורדון 11	מוצקין הותיקה	10428	142	דירה בבית קומות	2	ראשונה	46	730,000
295	03/02/2020	אורן 17	מוצקין הותיקה	10430	371	דירה	4		102	1,199,000
296	02/02/2020	ההגנה 22	מוצקין הותיקה	11564	87	דירה בבית קומות	3	קרקע	74	1,060,000
297	28/01/2020	כצנלסון 7	מוצקין הותיקה	11577	99	דירה בבית קומות	3	שלישית	88	730,000
298	27/01/2020	ההגנה 44	מוצקין הותיקה	11564	91	דירה בבית קומות	5	רביעית	114	1,560,000
299	26/01/2020	עכו 105	מוצקין הותיקה	11577	9	דירה בבית קומות	4	שלישית	111	1,050,000
300	26/01/2020	אוסישקין 7	מוצקין הותיקה	11562	115	חנות		ראשונה	13	460,000
301	26/01/2020	אוסישקין 7	מוצקין הותיקה	11564	91	דירה	5		114	1,560,000
302	16/01/2020	ההגנה 20	מוצקין הותיקה	10429	101	דירה בבית קומות	3	ראשונה	70	990,000
303	15/01/2020	אוסישקין 7	מוצקין הותיקה	10429	128	דירה בבית קומות	3	שניה	75	872,000
304	15/01/2020	אוסישקין 7	מוצקין הותיקה	10430	369	מיני פנטהאוז	4		104	1,600,000
305	15/01/2020	סנש חנה 6	מוצקין הותיקה	10430	371	מיני פנטהאוז	4		101	1,600,000
306	08/01/2020	דבורה 28	מוצקין הותיקה	10429	171	דירה בבית קומות	3	שלישית	58	665,000
307	08/01/2020	סנש חנה 4	מוצקין הותיקה	10429	102	דירה בבית קומות	4	שלישית	102	1,467,000
308	07/01/2020	כצנלסון 17	מוצקין הותיקה	11577	115	דירה בבית קומות	3	שלישית	90	765,000
309	06/01/2020	הרב הרצוג 2	מוצקין הותיקה	10430	381	דירה בבית קומות	4	שלישית	68	775,000
310	02/01/2020	ההגנה 42	מוצקין הותיקה	10430	302	דירה בבית קומות	4	שלישית	68	900,000
311	29/12/2019	גושן משה 26	מוצקין הותיקה	10430	548	דירה בבית קומות	4	שלישית	97	900,000
312	29/12/2019	גושן משה 74	מוצקין הותיקה	11577	16	דירה בבית קומות	5	ראשונה	120	1,675,000
313	29/12/2019	ברק 45	מוצקין הותיקה	11577	16	דירה בבית קומות	5	ראשונה	119	1,545,000
314	29/12/2019	סנש חנה 21	מוצקין הותיקה	10429	103	דירה בבית קומות	3	ראשונה	77	880,000
315	28/12/2019	עכו 59	מוצקין הותיקה	11577	16	דירה	5		119	1,540,000
316	28/12/2019	גושן משה 76	מוצקין הותיקה	11577	16	דירה	5		119	1,670,000
317	26/12/2019	רוקח 6	מוצקין הותיקה	10428	127	דירה בבית קומות	3	קרקע	71	900,000
318	25/12/2019	רוקח 23	מוצקין הותיקה	10428	149	דירה בבית קומות	3	ראשונה	79	604,000
319	24/12/2019	כצנלסון 7	מוצקין הותיקה	11562	106	דירה בבית קומות	5	שניה	127	1,480,000
320	24/12/2019	ציפורן 2	מוצקין הותיקה	10428	131	דירה בבית קומות	1	ראשונה	35	470,000
321	24/12/2019	סנש חנה 15	מוצקין הותיקה	11577	110	דירה בבית קומות	5	שלישית	109	800,000
322	23/12/2019	גורדון 7	מוצקין הותיקה	10428	33	דירה בבית קומות	2	שניה	39	520,000
323	19/12/2019	ההגנה 16	מוצקין הותיקה	10430	384	דירה בבית קומות	2.5	ראשונה	77	800,000
324	18/12/2019	אהרון 13	מוצקין הותיקה	11562	57	דירה בבית קומות	4	שניה	100	965,000
325	16/12/2019	ההגנה 14	מוצקין הותיקה	11564	94	דירה בבית קומות	4	ראשונה	125	1,180,000
326	16/12/2019	עכו 97	מוצקין הותיקה	11564	133	דירה בבית קומות	4	קרקע ראשונה	110	1,380,000
327	13/12/2019	אוסישקין 23	מוצקין הותיקה	10428	159	דירה בבית קומות	1	קרקע	26	470,000
328	12/12/2019	ציפורן 2	מוצקין הותיקה	11577	96	דירה בבית קומות	3	שניה	69	725,000
329	11/12/2019	סנש חנה 18	מוצקין הותיקה	11564	93	דירה בבית קומות	4	שניה	78	1,100,000
330	11/12/2019	ויצמן 14	מוצקין הותיקה	10429	173	דירה בבית קומות	3	שניה	65	800,000
331	10/12/2019	גורדון 7	מוצקין הותיקה	11562	111	דירה בבית קומות	2	שלישית	28	435,000
332	09/12/2019	גושן משה 80	מוצקין הותיקה	10429	140	דירה בבית קומות	3.5	ראשונה	59	860,000
333	06/12/2019	אושה 19	מוצקין הותיקה	11577	115	דירה בבית קומות	4	קרקע	85	300,000
334	05/12/2019	גורדון 9	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שלישית	28	376,000
335	05/12/2019	תמר 3	מוצקין הותיקה	10428	156	דירה בבית קומות	1	ראשונה	27	395,000
336	04/12/2019	אוסישקין 7	מוצקין הותיקה	10430	369	דירה	5		105	1,199,000
337	03/12/2019	אוסישקין 7	מוצקין הותיקה	10429	93	דירה בבית קומות	3	קרקע	108	980,000
338	28/11/2019	גורדון 9	מוצקין הותיקה	11577	65	דירה בבית קומות	4	ראשונה	75	940,000
339	28/11/2019	אוסישקין 29	מוצקין הותיקה	10429	92	דירה בבית קומות	3.5	שניה	70	870,000
340	28/11/2019	אהרון 25	מוצקין הותיקה	11562	111	דירה בבית קומות	1	שניה	28	360,000
341	27/11/2019	ההגנה 42	מוצקין הותיקה	10429	97	דירה בבית קומות	3	שניה	102	875,000
342	26/11/2019	רוקח 25	מוצקין הותיקה	10428	95	דירה בבית קומות	2	קרקע	51	790,000
343	26/11/2019	אורן 19	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שניה	25	320,000
344	25/11/2019	דבורה 36	מוצקין הותיקה	10428	70	דירה בבית קומות	3	ראשונה	55	425,000
345	25/11/2019	"רנ""ס 10"	מוצקין הותיקה	10428	144	דירה בבית קומות	2	שניה	46	690,000
346	24/11/2019	גורדון 11	מוצקין הותיקה	10430	369	דירה	4		88	1,090,000
347	24/11/2019	גורדון 11	מוצקין הותיקה	10430	301	דירה בבית קומות	4	ראשונה	105	980,000
348	20/11/2019	אוסישקין 17	מוצקין הותיקה	11564	91	דירה בבית קומות	5	שלישית	114	1,560,000
349	18/11/2019	אוסישקין 5	מוצקין הותיקה	11562	60	דירה בבית קומות	5	שניה ושלישית	110	1,060,000
350	17/11/2019	העליה 3	מוצקין הותיקה	10430	370	דירה בבית קומות	5	חמישית	105	1,199,000
351	13/11/2019	אושה 37	מוצקין הותיקה	10429	146	דירה בבית קומות	3	שניה	49	660,000
352	12/11/2019	העליה 3	מוצקין הותיקה	11577	16	דירה בבית קומות	5	ראשונה	119	1,565,000
353	12/11/2019	ההגנה 50	מוצקין הותיקה	11577	16	דירה	5		119	1,560,000
354	11/11/2019	רוקח 4	מוצקין הותיקה	10430	370	דירה בבית קומות	5	רביעית	105	1,199,000
355	11/11/2019	"רנ""ס 35"	מוצקין הותיקה	10428	12	דירה בבית קומות	5	שלישית רביעית	100	1,060,000
356	05/11/2019	קרן קימת 29	מוצקין הותיקה	11577	31	דירה בבית קומות	4	ראשונה	88	1,500,000
357	05/11/2019	סנש חנה 23	מוצקין הותיקה	10430	382	דירה בבית קומות	5	רביעית	109	1,350,000
358	03/11/2019	ציפורן 2	מוצקין הותיקה	10429	141	דירה בבית קומות	4	שניה	97	945,000
359	30/10/2019	ברק 28	מוצקין הותיקה	10429	174	דירה בבית קומות	3	רביעית	75	750,000
360	29/10/2019	כצנלסון 3	מוצקין הותיקה	11577	79	דירה בבית קומות	4	ראשונה	90	850,000
361	24/10/2019	ההגנה 37	מוצקין הותיקה	11564	128	דירה בבית קומות	4	ראשונה	78	1,130,000
362	24/10/2019	אוסישקין 7	מוצקין הותיקה	10430	371	דירה בבית קומות	4	חמישית	104	1,199,000
363	23/10/2019	ההגנה 19	מוצקין הותיקה	10430	371	דירה	4		104	1,199,000
364	22/10/2019	אוסישקין 7	מוצקין הותיקה	10428	98	דירה בבית קומות	4		70	1,180,000
365	17/10/2019	סנש חנה 15	מוצקין הותיקה	11577	19	דירה בבית קומות	3	ראשונה	108	1,145,000
366	07/10/2019	ההגנה 24	מוצקין הותיקה	10428	123	דירה בבית קומות	2	ראשונה	25	450,000
367	26/09/2019	אורן 19	מוצקין הותיקה	11562	17	דירה בבית קומות	3	ראשונה	70	790,000
368	24/09/2019	ההגנה 45	מוצקין הותיקה	10428	123	דירה בבית קומות	1.5	קרקע	25	540,000
369	24/09/2019	גושן משה 28	מוצקין הותיקה	10430	546	דירה בבית קומות	4	שלישית	96	1,145,000
370	23/09/2019	ההגנה 42	מוצקין הותיקה	10429	172	דירה בבית קומות	2	ראשונה	49	585,000
371	11/09/2019	עכו 43	מוצקין הותיקה	11564	186	משרד		ראשונה	1330	16,150,000
372	05/09/2019	ההגנה 42	מוצקין הותיקה	11564	129	דירה בבית קומות	4	ראשונה	112	1,450,000
373	01/09/2019	אורן 19	מוצקין הותיקה	10428	160	דירה בבית קומות	1	ראשונה	26	380,000
374	29/08/2019	עכו 123	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שניה	25	430,000
375	26/08/2019	"רנ""ס 4"	מוצקין הותיקה	11577	61	דירה בבית קומות	4	ראשונה	88	1,400,000
376	25/08/2019	רוקח 15	מוצקין הותיקה	11577	117	דירה בבית קומות	4	שלישית	88	900,000
377	21/08/2019	ברק 35	מוצקין הותיקה	10430	282	דירה בבית קומות	3.5	שלישית	99	820,000
378	21/08/2019	ההגנה 28	מוצקין הותיקה	11577	16	דירה בבית קומות	5	חמישית	119	1,669,000
379	21/08/2019	אושה 8	מוצקין הותיקה	10429	112	דירה בבית קומות	3	ראשונה	80	820,000
380	20/08/2019	סנש חנה 19	מוצקין הותיקה	11577	16	דירה	5		119	1,650,000
381	14/08/2019	אהרון 34	מוצקין הותיקה	10428	156	דירה בבית קומות	1	קרקע	27	500,000
382	13/08/2019	ברק 9	מוצקין הותיקה	10429	101	דירה בבית קומות	4	ראשונה	97	930,000
383	08/08/2019	עכו 59	מוצקין הותיקה	10429	174	דירה בבית קומות	3	שניה	70	900,000
384	08/08/2019	תמר 6	מוצקין הותיקה	10430	542	דירה בבית קומות	4	רביעית	75	800,000
385	07/08/2019	ויצמן 58	מוצקין הותיקה	11562	55	דירה בבית קומות	3.5	שניה	85	840,000
